%Signal power=   1.752e-02
%EbN0[dB]       BER
0	  1.825e-01
1	  1.585e-01
2	  1.403e-01
3	  7.812e-02
4	  1.193e-01
5	  1.024e-01
6	  8.789e-02
7	  7.217e-02
8	  5.990e-02
9	  5.153e-02
10	  4.060e-02
11	  4.018e-02
12	  3.316e-02
13	  2.716e-02
14	  2.268e-02
15	  1.749e-02
16	  1.423e-02
17	  8.551e-03
18	  6.882e-03
19	  5.792e-03
20	  6.634e-03
