%Signal power=   1.749e-02
%EbN0[dB]       BER
0	  1.694e-01
1	  1.473e-01
2	  1.032e-01
3	  8.789e-02
4	  7.101e-02
5	  7.106e-02
6	  5.794e-02
7	  4.781e-02
8	  7.377e-02
9	  6.311e-02
10	  5.374e-02
11	  4.581e-02
12	  3.996e-02
13	  3.365e-02
14	  2.879e-02
15	  1.786e-02
16	  1.407e-02
17	  1.172e-02
18	  1.006e-02
19	  7.064e-03
20	  7.376e-03
