%Signal power=   7.375e-03
%EbN0[dB]       BER
0	  1.477e-01
1	  1.221e-01
2	  1.044e-01
3	  8.454e-02
4	  6.710e-02
5	  4.813e-02
6	  3.265e-02
7	  2.065e-02
8	  1.263e-02
9	  6.324e-03
10	  2.744e-03
11	  8.293e-04
12	  2.156e-04
13	  4.417e-05
14	  4.762e-06
15	  4.184e-07
